,spotify_album_id,derived_album_id,album_name
916,spotify:album:0rKecMSGWfKqhls4Rp3PJn,album0916,Forever (Deluxe)
917,spotify:album:5EdGgMlsJ7bv8IUqkaaPZN,album0917,Shakira In Concert: El Dorado World Tour
918,spotify:album:6bUxh58rYTL67FS8dyTKMN,album0918,El Dorado
919,spotify:album:2shZoZ8Pfdo2oXE6EvgOi9,album0919,Shakira. (Expanded Edition)
920,spotify:album:5meYwtXnMng9XzeQ4eoJyO,album0920,Lady Like (Deluxe)
921,spotify:album:6qon3hv0lhwK8o57PvVWZl,album0921,Lady Like
922,spotify:album:2vb8B3MYGjfYlGch4KlEfe,album0922,Wishful Drinking (with Sam Hunt)
923,spotify:album:3uRt8lwpMAqYT8l9iwXehh,album0923,Live At The BBC
924,spotify:album:4HOYpYeunF6WdgU07SHRi4,album0924,Live In Concert
925,spotify:album:3tybckgVqaIsR5oGnfWKpA,album0925,On The Night
926,spotify:album:533Vnhx0I6xEnuKrhd6HsW,album0926,Brighter Days
927,spotify:album:5rr0xAQfk01cPi1N37jX11,album0927,Brighter Days
928,spotify:album:17E273DMzK86LoIlXr23ar,album0928,Runaway (with Sigala & JP Cooper) [Weird Genius Remix]
929,spotify:album:5Y3mOR1wCRhEhUmncrlLOO,album0929,Shine A Light
930,spotify:album:3oFEUoJSqKrOgDKE3kHfwP,album0930,Shine A Light
931,spotify:album:3asSFSYzOLvZpg1KDQn4EF,album0931,Shine A Light
932,spotify:album:5mzbiQZTtR9APBC5EKO0dP,album0932,Las 20 Número 1 De Calibre 50 En Billboard
933,spotify:album:4W8kue7cke6fz8yLafG9dj,album0933,A LA ANTIGÜITA...
934,spotify:album:4CK4qIkDBB1Knqwzkm12RZ,album0934,Vamos Bien
935,spotify:album:33O2GXSm43GLTmYQSTxDoL,album0935,FAMILY (Deluxe)
936,spotify:album:7CUmEkXzsnL13LU8XQnlbC,album0936,FAMILY
937,spotify:album:0s1A44tg1Y21SLHDylmugR,album0937,Body Language
938,spotify:album:4Kd33JPxTOcjTM29FrKoyT,album0938,Fully Loaded: God's Country
939,spotify:album:1Kc7TpYwJQ0mzVAssuWbB0,album0939,Texoma Shore
940,spotify:album:3HAqDprp8YxHEguHkCcfOC,album0940,The Comeback
941,spotify:album:3PzVbo0ulFYswlyRCaW8ZG,album0941,The Owl
942,spotify:album:1JePk3Bz3Oce3zzkiRywGn,album0942,The Owl
943,spotify:album:61G7KL6rpj167r6H4CzS8C,album0943,A Place We Knew
944,spotify:album:5ct7MONBCzaJQVIWWOOi9M,album0944,Looks Like Me
945,spotify:album:374mdVd5ib9rZbE67CL2td,album0945,Falling Up (Acoustics)
946,spotify:album:4vAhQeeWkSjVn0p5GAaLBx,album0946,How Can You Mend A Broken Heart
947,spotify:album:0t4a5emVNONzZYY0fYQ8JA,album0947,Spick And Span
948,spotify:album:3WW11Jf3O3lfFRF5wNMqkn,album0948,This Is Where I Came In
949,spotify:album:5iwHnTMSgzypmxdmQOr7if,album0949,"ROADRUNNER: NEW LIGHT, NEW MACHINE PLUS PACK"
950,spotify:album:6sPcgDto5EI6EBPc2jhDC7,album0950,"ROADRUNNER: NEW LIGHT, NEW MACHINE"
951,spotify:album:1jToVugwBEzcak8gJNZG2f,album0951,GINGER
952,spotify:album:6zp8MKrhIwSdZojADmIDim,album0952,Sailing Soul(s)
953,spotify:album:12EKtZXQtaicyObOUP16on,album0953,Sailing Soul(s)
954,spotify:album:1JsySWOa2RchsBB2N4313v,album0954,Chilombo (Deluxe)
955,spotify:album:2WmJ5wp5wKBlIJE6FDAIBJ,album0955,Life of a DON
956,spotify:album:5jV74gyNk85DPEXuL9rfOt,album0956,Life of a DON
957,spotify:album:69RuKg34VBwhfiGuMpXUWQ,album0957,Heaven Or Hell (CHOPNOTSLOP REMIX)
958,spotify:album:6pEz5WCvDGB8ved9AcouQ5,album0958,CRUSHER
959,spotify:album:2ffnsECRGdqGLZDot2MqQU,album0959,CRUSHER
960,spotify:album:0SDRz8fgOJjMDLv0k1M62Y,album0960,brent: live from the internet
961,spotify:album:0PITsyPsF717xR6q6oXpnZ,album0961,"Cherry Blossom (Extended, Pt. 2)"
962,spotify:album:6H84EjZq3uUkhhKDRftD7C,album0962,"Cherry Blossom (Extended, Pt. 2)"
963,spotify:album:56s1eNqK4UU3MOq4tnGcrm,album0963,"Cherry Blossom (Extended, Pt. 1)"
964,spotify:album:37aBYPgNJyYVkxcyKwq0hK,album0964,"KOGI SESSIONS, Vol. 1 (Cumbiana Remixes)"
965,spotify:album:1AWWSFCourc5LCAczs3GOS,album0965,Cumbiana
966,spotify:album:57giaIaMyAVCS7jMIaoIgK,album0966,VIVES
967,spotify:album:6VHAJu9jfrIAubwug9riDk,album0967,ballerini
968,spotify:album:11sr6VmBTa9Tkzwte11LDZ,album0968,kelsea
969,spotify:album:3UXLqMwHeAwPImnYjAkYzL,album0969,Unapologetically (Deluxe Edition)
970,spotify:album:3CPGfq4GT326ZiecqegH2t,album0970,PARTYPACK
971,spotify:album:2T8UlI17u5hwTqu6zkpkW7,album0971,PARTYMOBILE
972,spotify:album:4QTfWxMZjLRhQ9zxomi4t4,album0972,PARTYMOBILE
973,spotify:album:682pJqnx8hcrCfSjvyNBki,album0973,Delta Kream
974,spotify:album:7lhJVTvqL3QbwGN12QLiVj,album0974,Brothers (Deluxe Remastered Anniversary Edition)
975,spotify:album:29bmuSuw3vsPILoexZy6MH,album0975,Brothers (Deluxe Remastered Anniversary Edition)
976,spotify:album:3a9qH2VEsSiOZvMrjaS0Nu,album0976,how i'm feeling now
977,spotify:album:386IqvSuljaZsMjwDGGdLj,album0977,Charli
978,spotify:album:2HIwUmdxEl7SeWa1ndH5wC,album0978,Pop 2
979,spotify:album:0FPqSXvARe3Hr3xL2sEuIe,album0979,The Wave
980,spotify:album:7tODvFh4chMI6i0VIQ5UTv,album0980,The Wave
981,spotify:album:4BJakMPsJCgRfzJtiB9kdj,album0981,The Wave
982,spotify:album:3YhTX4XmDv0BHQ8gReEStW,album0982,Victorious: The Aftermath (Deluxe)
983,spotify:album:6uBm8oGd1fJNWpCsaURaPZ,album0983,Victorious
984,spotify:album:2KKPw3uv39fzhiUTS7zw37,album0984,Unleashed Beyond (Special Edition)
985,spotify:album:3LYMEkvKNcITfGChENpSbP,album0985,Toujours nous-mêmes
986,spotify:album:0c3s4B1C9pXzjilKzVPnNK,album0986,Ma ruche (Réédition)
987,spotify:album:7hZb1AeeKnc1aCzWBwUR2j,album0987,Ma ruche (Réédition)
988,spotify:album:3pHFjWCK7d5YLtEuFwfR5N,album0988,54+1
989,spotify:album:4asLI36FuLLcdZaaWa0F0j,album0989,54+1 (Commentary)
990,spotify:album:6aihn3huRuRNqouOcdPmRX,album0990,Dorito & Coca-Cola
991,spotify:album:4qsLVZk1UnizpQJBkbFNdx,album0991,Young Heart
992,spotify:album:5wNnopxjgSKVvHTIcBpV8Q,album0992,Beautiful Lies
993,spotify:album:1UVggFtdVPqHy5WamYFu6w,album0993,Beautiful Lies
994,spotify:album:0AlJc20R0rog9wo3baiMQS,album0994,Flexible Strategies
995,spotify:album:4Ee59M8LgD4vIgviEEneEJ,album0995,In Concert 2008 (Live At Tokyo Dome)
996,spotify:album:2bEEw5iOSjPRplm2yJp9RZ,album0996,Certifiable
997,spotify:album:5THx22ghMdWSUD8qNzN67G,album0997,Funky Nation: The Detroit Instrumentals
998,spotify:album:1rfm091srlg2gIh9a2m92J,album0998,What's Going On (Deluxe Edition / 50th Anniversary)
999,spotify:album:7qD9oSiS3xFJsw2oSV2akp,album0999,What’s Going On: The Detroit Mix
1000,spotify:album:4hSiiHafBJ6UxO7XDvylSG,album1000,Ironman (25th Anniversary)
1001,spotify:album:7EYx33pYJKBfjCaDsfIjp4,album1001,Ghostface Killahs
1002,spotify:album:4hQXk5RY7rL0NMxdR0x49U,album1002,Czarface Meets Ghostface
1003,spotify:album:3K7JQz60YupZIlRg30uDvj,album1003,"Cover Sessions, Vol. 6"
1004,spotify:album:4GpfRZguf7uOAWUzKePjf5,album1004,"Cover Sessions, Vol. 5"
1005,spotify:album:67PRELisKPPiMEurHc671X,album1005,Live At The Royal Albert Hall
1006,spotify:album:7EACgx1UrqH8dSLHmQWH5r,album1006,Cup of Beats (Deluxe)
1007,spotify:album:0DRR6FRyYuEPUyGvloawS2,album1007,Cup Of Beats (Deluxe)
1008,spotify:album:6H8RZh8T03SQYrTE7ClxKi,album1008,Cup of Beats
1009,spotify:album:0vlxtyaep2FkkVidYC49PA,album1009,Pelago
1010,spotify:album:0VfVRSG2fkonYpTeiF41wP,album1010,Tab with My Name on It
1011,spotify:album:44rCgxcyCycEQybZn793dz,album1011,Morrison Hotel (50th Anniversary Deluxe Edition)
1012,spotify:album:0MuuO7q58HbGU3qUjICucE,album1012,The Soft Parade (50th Anniversary Deluxe Edition)
1013,spotify:album:71xBMc7ElaukT4UCFQTxL7,album1013,Waiting for the Sun (50th Anniversary Deluxe Edition)
1014,spotify:album:7oHKKCXCFIv3J1Yh5F08pu,album1014,Dedicated Side B
1015,spotify:album:1fnvV8n3ol42FcUCrAlu8M,album1015,Dedicated Side B
1016,spotify:album:6rKy3XZzUgaiU3Q9g1IOjZ,album1016,Dedicated Side B
1017,spotify:album:6oE20B7dnXUthc6pOorJJC,album1017,YRF Top 10 - Nightout Sounds
1018,spotify:album:6HYp2yulQUYrEb1RvLfMj8,album1018,YRF Top 10 - Bollywood Remixed
1019,spotify:album:3k1WMGUrn1raJVWoGrNPww,album1019,Pagglait (Original Motion Picture Soundtrack)
1020,spotify:album:4t8eylrNR3Z5kYc7VEENLW,album1020,Nowhere Generation
1021,spotify:album:4z7RSGcwYogm79x32CwERj,album1021,The Black Market (Expanded Edition)
1022,spotify:album:6Q5roPzwOZwZ3mOzOU47Wl,album1022,"The Ghost Note Symphonies, Vol.1"
1023,spotify:album:0Kr3WP3Pk6suMqE3tlREIo,album1023,The World of John Williams
1024,spotify:album:2cXk7SciJLXp0xJcm6WmVD,album1024,Spotlight On John Williams
1025,spotify:album:6LZ22lC8hPo6YxbPXTyZgJ,album1025,Solo: A Star Wars Story (Original Motion Picture Soundtrack/Deluxe Edition)
1026,spotify:album:0QcZ0udPMK7JkcZW3ptDXV,album1026,Floor Seats II
1027,spotify:album:5RAYt0yJKxqVmJkMNlejUF,album1027,Floor Seats II
1028,spotify:album:6bI4IQKBcLX0KsTjQ9NR97,album1028,Floor Seats
1029,spotify:album:0HUncweJW3LTO0YOvOEX4a,album1029,SEP7IMO DIA
1030,spotify:album:1cwZmK0zXorTlALtgOajeC,album1030,Gira Me Verás Volver
1031,spotify:album:4Sy7VzDS4j1MLIYF85grsZ,album1031,Gira Me Verás Volver
1032,spotify:album:3sueFjrg3Vc2uVeojaWaHs,album1032,Kurzhörspiele - Bibi erzählt: Schneegeschichten
1033,spotify:album:7a2dmAy38GmlaKpQLgdRpU,album1033,Folge 139: Chaos am Flughafen
1034,spotify:album:6pHuh1UxL2SDBjsd6MxfCr,album1034,Folge 137: Ein verrückter Ausflug
1035,spotify:album:1pnliPS7mvHIMlBgwK7kgO,album1035,Origen
1036,spotify:album:2X45SzRfAFsxgkBxgryWfF,album1036,Más Futuro Que Pasado
1037,spotify:album:3nZrIskMQdaS5KWw45PIjd,album1037,Mis Planes Son Amarte
1038,spotify:album:7nGv8O2aompJCOD5N4DO24,album1038,rifresh
1039,spotify:album:01yYW0rRRwlEZx1dMmc5ff,album1039,Para Aventuras y Curiosidades
1040,spotify:album:1UEzLJ7ykAt3pwIznJrI8Q,album1040,Mal Acostumbrao
1041,spotify:album:4nr6ytQ4OrEralEu4LhIVp,album1041,Dreamland (+ Bonus Levels)
1042,spotify:album:6bKougqSCNbYUEx433cryC,album1042,Dreamland (+ Bonus Levels)
1043,spotify:album:5bfpRtBW7RNRdsm3tRyl3R,album1043,Dreamland
1044,spotify:album:1OmWlObj9gAwNnTNgxBUmz,album1044,While The World Was Burning
1045,spotify:album:0PfLbVwEejq1s3iiz7ognp,album1045,While The World Was Burning
1046,spotify:album:0ufGvePLRPce9olVIZhRyE,album1046,Ghetto Lenny's Love Songs
1047,spotify:album:2cRu6Q7AwQbk0Muivz92Qp,album1047,Zukunft 1 & 2
1048,spotify:album:6npdmy45COickvaNIV5obJ,album1048,Zukunft 1 & 2
1049,spotify:album:5ZC4ojBjk7xtoB2GXGbJuH,album1049,Zukunft
1050,spotify:album:1TKYO9znkrY14VayHze05r,album1050,Life Support
1051,spotify:album:5boeEaUtj7gHXFxKtFFlzL,album1051,As She Pleases
1052,spotify:album:5lVImnUah94yoxXy2H1qo7,album1052,Reckless
1053,spotify:album:0sOeI7pbAmIc8aDFyvkBUW,album1053,Starting Over
1054,spotify:album:24fkX2Gdqw4a6pR9BUYbE5,album1054,From A Room: Volume 2
1055,spotify:album:5L0e8X6Mf9lfjs2miK2WUB,album1055,From A Room: Volume 1
1056,spotify:album:3DuxR2V1iuUMu1coSH9Co6,album1056,High Expectations…Stripped
1057,spotify:album:6mLEfXX6GKEBeEXRjKaZTM,album1057,High Expectations
1058,spotify:album:2X7koaJ4bojj8zMqacqIhW,album1058,High Expectations
1059,spotify:album:6bP7oaO2CxYqVeTYmWkHjx,album1059,Reduxer
1060,spotify:album:57bQAZOocHY1ST2YeTIBwF,album1060,REDUXER
1061,spotify:album:3c4HHA2zpwBwAA5S01A6T4,album1061,REDUXER
1062,spotify:album:2VuZJsJBPLwg9BeQFQle8G,album1062,Social Cues
1063,spotify:album:4zpN41aGAYPWX3dzE19rH7,album1063,Unpeeled
1064,spotify:album:0nW0w37lrQ87k7PLZvC4qJ,album1064,Tell Me I'm Pretty
1065,spotify:album:4QIZtPbEAQTu1smtYyDHXz,album1065,Van Weezer
1066,spotify:album:0dL9rGQxUeIqpiUndXaQLl,album1066,OK Human
1067,spotify:album:49cHEhh4pSeWvV0HW3OYo6,album1067,Weezer (Black Album)
1068,spotify:album:3SzqS1H5dj8f450YhV9YbP,album1068,These Two Windows
1069,spotify:album:6jKZplJpy21R5lHaYHHjmZ,album1069,Narrated For You
1070,spotify:album:669snHkGUxtc0a7JHJT0pb,album1070,成长 (Older)
1071,spotify:album:5Zktm8iOk8gKrQazrc9Uzh,album1071,Spaceman (Deluxe)
1072,spotify:album:3FTjOu2zQLWcl1NVos4eAq,album1072,Spaceman
1073,spotify:album:1J1mjhlth8XnU8ttfRKp5r,album1073,Last Year Was Complicated
1074,spotify:album:6HcqVBH2iWODP7vYAuvR8O,album1074,Take Heart (Again)
1075,spotify:album:4cIDrAPIwTqFLPcdMT16L4,album1075,Take Heart (Again)
1076,spotify:album:25PGrgAo37O5dMSzgAj9BR,album1076,Despierta
1077,spotify:album:0TxlT7lB8gEFSxF5oEnw20,album1077,Rollin' On (Live 1981)
1078,spotify:album:1dtFU2r4U7u0oDydMdSlLr,album1078,Live From Sausalito '75 (KSAN Broadcast Remastered)
1079,spotify:album:7qUqT7byGd9CvuuR2SaI8p,album1079,ライヴ・アット・武道館1983 (Live)
1080,spotify:album:0t7ccDIa3CbqzFrL9rOpaw,album1080,Here And Now
1081,spotify:album:1KElY4EWWoOIQeYfpUbJrM,album1081,Here And Now (Deluxe)
1082,spotify:album:77spqXa3VNN0mw13PgWWyY,album1082,Songs for the Saints
1083,spotify:album:4MRgsu0MBuBHzMhTLBgnNz,album1083,Soul
1084,spotify:album:5aWReU8nqP0WiJPRwiNTyt,album1084,Heart
1085,spotify:album:6TKll42LRpYtifeJcNmifp,album1085,61 Days In Church Volume 5
1086,spotify:album:2aN7waichOQyWVoEECWerE,album1086,En Contra De Mi Voluntad
1087,spotify:album:2vn6X3NFThPuL6A62u45Xx,album1087,Lo Más Romántico De
1088,spotify:album:2P2ZYypvyZ4lo9ylhAl3fa,album1088,En Concierto
1089,spotify:album:6lWHI43OEAIWn0gfMxwvZE,album1089,De Buenos Aires Para El Mundo
1090,spotify:album:32FV1RxcC38xWUP3gosMtJ,album1090,De Buenos Aires para el Mundo
1091,spotify:album:6QsTbLpypBwgunzxonYMGi,album1091,En Vivo Desde Phoenix
1092,spotify:album:60SJnVimx7BPaZz2nec9vO,album1092,I Dream Of Christmas
1093,spotify:album:6NVGuCwUuKVf7qufOYzFQI,album1093,‘Til We Meet Again (Live / Japan Exclusive)
1094,spotify:album:5s7cl1eDrZToYeFvfEfTtm,album1094,‘Til We Meet Again (Live)
1095,spotify:album:1Dtg3Qo9eMhrbT2Yr9EUOz,album1095,Live at Radio City Music Hall
1096,spotify:album:5CNckxfLf4TCoMOoxgAU8l,album1096,Pony
1097,spotify:album:2NBVxjZcbH5H1N1Ab2ExDH,album1097,Apricot Princess
1098,spotify:album:0b6ivSFfDs38MG7aLn9rvO,album1098,Destiny Fulfilled
1099,spotify:album:3xjdyJjSMNsSRkj3GTmBLi,album1099,Destiny Fulfilled
1100,spotify:album:0MnAbxbwU1Rjg8hbGzKjYZ,album1100,8 Days Of Christmas
1101,spotify:album:3yKGB4IYu6MeLkhFJFn9eI,album1101,DISORDER
1102,spotify:album:2Bk3pomO5BGIJrNhwjzqRE,album1102,KILL!
1103,spotify:album:3UrqcfX7ak5KXQM57XoZqN,album1103,HAVE YOU SEEN MY MIND?
1104,spotify:album:6ra5IJfLnuwbBm8NhxA2zX,album1104,Aire (Versión Día)
1105,spotify:album:09Gz79Vlh6TDdL5qt5PhQR,album1105,Jesse & Joy
1106,spotify:album:6pmTwCb5SeTjV9wdnkbDo3,album1106,Un Besito Más
1107,spotify:album:16maAu5lqvFBSEEHyB5GzV,album1107,Wild Side (feat. Cardi B)
1108,spotify:album:57ti1MviHgymJoIHQpJNET,album1108,Wild Side (feat. Cardi B)
1109,spotify:album:2brh6nArR9NUPankXlhmAZ,album1109,Diamonds (with Normani)
1110,spotify:album:1Ccd1TNxIFOJFCgtQMNLP3,album1110,After The Sunset
1111,spotify:album:1loT73mCepdxZjUcCRrqZB,album1111,Sunrise
1112,spotify:album:4QyylR4pPcWRpp3U2gkPcd,album1112,Sunrise To Sunset
1113,spotify:album:3cS0qzNDjE5SjdAL1W98fo,album1113,Raised Under Grey Skies (Deluxe)
1114,spotify:album:43Jhv9ljiLBpsziIViXH39,album1114,Runaway (with Sigala & JP Cooper) [Weird Genius Remix]
1115,spotify:album:1agP6sAeWsH8Pgm8WrVtdl,album1115,Live 1969
1116,spotify:album:3jgeQPfd5s935zMEJ6djm5,album1116,Old Friends Live On Stage
1117,spotify:album:3yBHKQftjFdexrMsd4gbzZ,album1117,"Live From New York City, 1967"
1118,spotify:album:0tgO7MMVIhpUMV3YZQ1GYT,album1118,McCartney III Imagined
1119,spotify:album:1P7h3400RJA3YZm8Va2884,album1119,McCartney III
1120,spotify:album:3F4cHaIJDFBWdTdlZPGRmO,album1120,Flaming Pie (Archive Collection)
1121,spotify:album:59YYObx9wFEFG5zVdlfwvf,album1121,Glory Sound Prep
1122,spotify:album:07YJQ4gDKvdV4k3HkrxZkD,album1122,The Human Condition
1123,spotify:album:2jJReDZqTuAxr4R0ItimZc,album1123,The Human Condition
1124,spotify:album:0AiWYT2zT9mmCNk2ZyDTSp,album1124,LiVE SPiRiTS SOUNDTRACK
1125,spotify:album:4WkYJeMlLaNN1x5klAgeJu,album1125,Spirit (Deluxe)
1126,spotify:album:7snShfFKLewVZTggBIsXJn,album1126,Live in Berlin Soundtrack
1127,spotify:album:0uIoc7EOJQOmuNkSIm7DOv,album1127,Ao Vivo Em Goiânia
1128,spotify:album:2Dy95A9pniL5HcVUVMhJbC,album1128,Na Mesma Estrada
1129,spotify:album:6BKKDy0zFPolHBfWWoFr6a,album1129,Proibido é Mais Gostoso
1130,spotify:album:41KWrNvgtyLOEc804OLppj,album1130,Siempre en Mi Mente
1131,spotify:album:5Dl7oQaipZxY53FHHvniJu,album1131,"Hoy, Mañana y Siempre"
1132,spotify:album:3EtjZiBKz4JgHZ8ROWOTha,album1132,Mis Rancheras Queridas
1133,spotify:album:1Mivil35SHdgKFvxZeEmp4,album1133,Eric Clapton (Anniversary Deluxe Edition)
1134,spotify:album:44qfaiUTWryt5PNHjZU9iz,album1134,Riding with the King (Deluxe Edition)
1135,spotify:album:1nc6356HcuAFa002IDOGPD,album1135,Live in Denmark 1969
1136,spotify:album:2CMlkzFI2oDAy5MbyV7OV5,album1136,Kid Krow
1137,spotify:album:3BdWnsb2tG6ajlPHmd8jh6,album1137,Kid Krow
1138,spotify:album:6npBFQje5ZenFSLErcNflE,album1138,Telepath
1139,spotify:album:7mU1N3h6ZVyxpRMTJc7Lg8,album1139,The Beautiful Liar
1140,spotify:album:6u4uIs7l8Vcg1gbUI07IBV,album1140,The Beautiful Liar
1141,spotify:album:5YF8ms264wRnswVK1YMYmu,album1141,ORION
1142,spotify:album:2gDny6NDG26azxuTbtNxgq,album1142,Trust Fund Babies
1143,spotify:album:0iLwBFpz1tKcVM6TQx08BM,album1143,Trust Fund Babies
1144,spotify:album:4ljsev5vUnwB2BUFAMvwwy,album1144,Tha Carter V (Deluxe)
1145,spotify:album:5S0cTPPACcLQxZPe2X88bQ,album1145,Patroas 35%
1146,spotify:album:4IzsHOBctS66OP3dHXTJsG,album1146,Patroas
1147,spotify:album:4HpiwfnQvs867JNWeLy1vr,album1147,"Todos Os Cantos, Vol. 1 (Ao Vivo)"
1148,spotify:album:6XsN3b2ttmdn6M6tHsAkma,album1148,DESTROY ALL COPIES
1149,spotify:album:1d9hCDQ4QOwm88ZwUrSC2a,album1149,STAY HIGH
1150,spotify:album:18O52VCY2HjcvgfkcVysF8,album1150,Nur Für Dich
1151,spotify:album:3xxMLAOQzA42aj8g5tEGvN,album1151,Home Alone (On the Night Before Christmas) (Dj Mix)
1152,spotify:album:0HoNxu6HIn0HOgdk0zumyQ,album1152,Asia Tour 2016 Edition
1153,spotify:album:3uQR3AE1Ah9kDlqnnlDjrG,album1153,Dimitri Vegas & Like Mike - The State of
1154,spotify:album:7v9X4S8SFPAgbhCQOM6RuR,album1154,Limbo (Deluxe)
1155,spotify:album:7wKG0dj8OkLjuQ0ds9wIMs,album1155,Limbo (Deluxe)
1156,spotify:album:6a8GwYiEMrXgMvZBvuBXrt,album1156,Limbo
1157,spotify:album:52pj5NqKKtffjSmxvMzhlY,album1157,Humo en la Trampa 3
1158,spotify:album:56blEJ2PPfzsFYImvlfTRl,album1158,Humo en la Trampa 2 (Bonus Edition)
1159,spotify:album:48081X2ns6kHKFS84IowXl,album1159,Humo en la Trampa 2
1160,spotify:album:7KF1Ain9mYYlg5M46g0i4A,album1160,Teatro d'ira - Vol. I
1161,spotify:album:44a7Wk3Jh2JGVhjcFYWozj,album1161,Il ballo della vita
1162,spotify:album:2qJw6w5XwQO0PQlSWPu7Tw,album1162,Chosen
1163,spotify:album:1y2AzG31F4CuCKQ1rpIzaI,album1163,OK ORCHESTRA
1164,spotify:album:7rbdgYKz1DI4gXMWveqS5T,album1164,OK ORCHESTRA
1165,spotify:album:56RLFhjkxID4ezGyQilEm4,album1165,OK ORCHESTRA
1166,spotify:album:7xILMK2dqawf30xGvHQvQC,album1166,Over It (Complete Set)
1167,spotify:album:36FCfBWbs9gwznVCWC4gg4,album1167,Home For The Holidays
1168,spotify:album:1qgJNWnPIeK9rx7hF8JCPK,album1168,Over It
1169,spotify:album:3AlnhGxi6Mdfe0ndoTwKSj,album1169,See You When I am Famous!!!!!!!!!!!!
1170,spotify:album:1RSTPdgNKZxXvdTpZ5TuJ5,album1170,See You When I am Famous!!!!!!!!!!!!
1171,spotify:album:4UYc2CKvpyr2e1moEY6TL0,album1171,Light of Mine (Deluxe)
1172,spotify:album:4PID9ExpAM3SuYCPlBseRv,album1172,ATLiens (25th Anniversary Deluxe Edition)
1173,spotify:album:5KOQHt4JKmtDbC4k1YLuBl,album1173,Stankonia (Deluxe Version)
1174,spotify:album:2YHXNl8D5FkJntGSnXHTa3,album1174,Live From Los Angeles
1175,spotify:album:3pfiqQljVzq48rfw0bNdpz,album1175,Aurora
1176,spotify:album:2D1s85eD7MLnPd3zjfK4tr,album1176,Ember
1177,spotify:album:09asAAZJ7rXedp9J8wqvBR,album1177,Dark Before Dawn
1178,spotify:album:3mXapRk3gmW2Uk6TZlDMvM,album1178,"""Feel Flows"" The Sunflower & Surf’s Up Sessions 1969-1971 (Super Deluxe)"
1179,spotify:album:735pCVxLq95jxO16eFP2qL,album1179,The Beach Boys On Tour: 1968 (Live)
1180,spotify:album:5kU8vfvTw9uagny4iDOG5v,album1180,I Can Hear Music: The 20/20 Sessions
1181,spotify:album:6mWsWVsfWpoZ2d6uxm1ND1,album1181,The Nothing
1182,spotify:album:4RjHOlFpX2rHqsViJa0fSn,album1182,The Serenity of Suffering (Deluxe)
1183,spotify:album:2P28i4GUbF4lGMTGTJLKlL,album1183,The Serenity of Suffering
1184,spotify:album:3ZfevAcvDGjWWUid7M2omS,album1184,The People Tour: Live From Madison Square Garden
1185,spotify:album:2KAJsrTtWloQtFaStadvbB,album1185,The People Tour: Live from Madison Square Garden
1186,spotify:album:6Ek7aLgG88iYlJLKLvFdPT,album1186,People (Live)
1187,spotify:album:19KilSbbeHRFFZM7ChwTdP,album1187,Singular Act II
1188,spotify:album:29mlGxS6kxq1EHxlX1EAZK,album1188,Singular Act I
1189,spotify:album:1Dp8DJTwLzqxscHc6nHrio,album1189,From Dark to Light
1190,spotify:album:4Q3rvNZaj4O69xr65x1qRA,album1190,Top Shotta
1191,spotify:album:4dsMe3EBC8xURaxMhyorgf,album1191,Top Shotta
1192,spotify:album:0LfCx4srto1jxBVvW4uqJy,album1192,Live In Maui
1193,spotify:album:5RidGVkP0PFsMpFvcVJjA3,album1193,ジミ・ヘンドリックス スペシャル・コレクション
1194,spotify:album:0X8uUl77dOADdr7v1ECVB2,album1194,"Band Of Gypsys (50th Anniversary / Live At Fillmore East, 1970)"
1195,spotify:album:74vajFwEwXJ61OW1DKSPEa,album1195,Positions (Deluxe)
1196,spotify:album:3WSg3hc6uZ7AYZBvtsg2GU,album1196,Positions (Deluxe)
1197,spotify:album:3euz4vS7ezKGnNSwgyvKcd,album1197,Positions
1198,spotify:album:1gklzdwNQPtt0Z7SwgR1vH,album1198,I Wish (feat. Mabel)
1199,spotify:album:4zTMTbR4bPLatyRRSjJEQT,album1199,In My Mind (Joel Corry Remix)
1200,spotify:album:4GkZAQbHAHchWxqMvQ4CO2,album1200,"OUT OUT (The Remixes, Pt 1)"
1201,spotify:album:3qBjWOPsBWKPlVlclxIeWZ,album1201,UNLOCKED (Instrumental)
1202,spotify:album:5LsyqeWryTmxsmda4xkm5a,album1202,UNLOCKED
1203,spotify:album:6PkSBdx19zarn4ae1D08gA,album1203,ZUU
1204,spotify:album:0YmDs7WoVGrVevnmWZMA73,album1204,"Rewind, Replay, Rebound (Live in Deutschland)"
1205,spotify:album:2wX5DsKkNi7yAX6tJPKh8b,album1205,"Rewind, Replay, Rebound"
1206,spotify:album:700dWAqcIsUkNJ1WN1XPT5,album1206,"Rewind, Replay, Rebound (Deluxe)"
1207,spotify:album:5RhhT00kAnesUeDbEThexo,album1207,Greatest Hits Vol.2 The Better Noise Years
1208,spotify:album:7ENSolPrjCvv0U2QMHMJeJ,album1208,20/20
1209,spotify:album:4o6vvGb6VGYz725fP45kAx,album1209,Who Do You Trust?
1210,spotify:album:3vb4dMvsa3ZZb1smeZPOPA,album1210,Smooth Big Cat
1211,spotify:album:6TSypPVzGlwYCi7XFZihUZ,album1211,Smooth Big Cat
1212,spotify:album:6SjKSLwExh3083Q0pdYpla,album1212,Honey Bones
1213,spotify:album:0ZeOyoJHPD6czbTPAT9Qaj,album1213,Listen Without Prejudice / MTV Unplugged (Deluxe)
1214,spotify:album:42gdLouLml7vr1b1HdU267,album1214,Symphonica
